Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
13931,28,9,4019.85,4,5,5,455,Best Customers
13935,232,3,6116.92,1,3,5,135,Others
13936,18,2,563.08,4,2,3,423,Others
13937,38,1,721.28,3,1,3,313,Others
13939,67,4,992.41,3,4,4,344,Loyal Customers
13941,8,11,6009.34,5,5,5,555,Best Customers
13942,170,1,320.0,2,1,2,212,At Risk
13943,213,1,246.54,1,1,1,111,At Risk
13944,289,1,200.43,1,1,1,111,At Risk
13945,30,2,854.15,4,2,3,423,Others
13946,12,3,1314.66,5,3,4,534,Potential Loyalists
13948,47,3,446.76,3,3,2,332,Potential Loyalists
13952,16,12,9572.45,4,5,5,455,Best Customers
13953,45,5,3125.0,3,4,5,345,Loyal Customers
13955,11,1,221.10999999999999,5,1,1,511,Others
13957,53,3,458.25,3,3,2,332,Potential Loyalists
13958,15,8,4709.2300000000005,5,5,5,555,Best Customers
13959,35,3,470.73,4,3,2,432,Potential Loyalists
13961,28,1,538.4,4,1,3,413,Others
13962,71,1,193.25,2,1,1,211,At Risk
13963,3,14,2347.33,5,5,5,555,Best Customers
13964,23,2,438.9,4,2,2,422,Others
13965,112,3,996.61,2,3,4,234,Others
13966,71,1,384.26,2,1,2,212,At Risk
13967,32,1,85.6,4,1,1,411,Others
13968,59,1,123.66,3,1,1,311,Others
13969,1,18,4266.88,5,5,5,555,Best Customers
13970,22,2,846.55,4,2,3,423,Others
13971,59,6,1909.31,3,4,4,344,Loyal Customers
13974,218,1,264.13,1,1,2,112,At Risk
13975,29,6,2795.16,4,4,5,445,Best Customers
13976,142,3,834.38,2,3,3,233,Others
13977,47,1,519.8100000000001,3,1,3,313,Others
13979,29,6,2503.76,4,4,5,445,Best Customers
13980,75,4,568.68,2,4,3,243,Loyal Customers
13981,51,1,331.14,3,1,2,312,Others
13982,1,6,2511.08,5,4,5,545,Best Customers
13983,2,10,4479.82,5,5,5,555,Best Customers
13984,2,8,1128.09,5,5,4,554,Best Customers
13985,10,7,2960.73,5,5,5,555,Best Customers
13987,15,2,682.54,5,2,3,523,Others
13988,19,2,609.84,4,2,3,423,Others
13989,100,3,759.98,2,3,3,233,Others
13992,16,2,142.7,4,2,1,421,Others
13993,15,10,3309.35,5,5,5,555,Best Customers
13995,15,9,2508.32,5,5,5,555,Best Customers
13996,22,2,845.76,4,2,3,423,Others
13997,155,3,376.46,2,3,2,232,Others
13998,82,3,566.7,2,3,3,233,Others
13999,10,17,5600.45,5,5,5,555,Best Customers
14000,50,4,1410.68,3,4,4,344,Loyal Customers
14001,9,7,2487.01,5,5,5,555,Best Customers
14003,368,1,209.41,1,1,1,111,At Risk
14004,29,4,1675.81,4,4,4,444,Best Customers
14006,164,4,1234.48,2,4,4,244,Loyal Customers
14007,148,1,79.48,2,1,1,211,At Risk
14008,68,1,509.04,3,1,3,313,Others
14009,98,1,404.3,2,1,2,212,At Risk
14010,201,2,445.15,1,2,2,122,At Risk
14011,116,2,457.82,2,2,2,222,At Risk
14013,16,2,611.5500000000001,4,2,3,423,Others
14014,12,2,1443.03,5,2,4,524,Others
14016,32,7,7012.2,4,5,5,455,Best Customers
14017,207,1,229.75,1,1,1,111,At Risk
14018,281,1,367.15000000000003,1,1,2,112,At Risk
14020,112,2,606.21,2,2,3,223,At Risk
14021,10,4,1084.68,5,4,4,544,Best Customers
14022,122,1,352.15000000000003,2,1,2,212,At Risk
14024,26,1,318.04,4,1,2,412,Others
14025,100,8,4057.9,2,5,5,255,Loyal Customers
14026,106,2,713.11,2,2,3,223,At Risk
14028,186,3,10396.5,1,3,5,135,Others
14030,2,14,5839.46,5,5,5,555,Best Customers
14031,1,27,23632.72,5,5,5,555,Best Customers
14032,2,6,1874.68,5,4,4,544,Best Customers
14033,191,1,109.44,1,1,1,111,At Risk
14035,42,4,1366.73,3,4,4,344,Loyal Customers
14037,114,4,689.75,2,4,3,243,Loyal Customers
14038,33,2,1509.5,4,2,4,424,Others
14039,211,1,115.08000000000001,1,1,1,111,At Risk
14040,22,23,8963.49,4,5,5,455,Best Customers
14042,361,1,431.98,1,1,2,112,At Risk
14043,127,2,302.6,2,2,2,222,At Risk
14044,54,6,2427.53,3,4,5,345,Loyal Customers
14045,9,13,9653.279999999999,5,5,5,555,Best Customers
14047,8,10,2946.42,5,5,5,555,Best Customers
14048,18,2,338.76,4,2,2,422,Others
14049,23,9,7444.68,4,5,5,455,Best Customers
14051,2,15,6784.01,5,5,5,555,Best Customers
14052,26,1,241.3,4,1,1,411,Others
14053,33,2,312.05,4,2,2,422,Others
14055,213,2,795.3199999999999,1,2,3,123,At Risk
14057,17,5,2135.0,4,4,5,445,Best Customers
14058,98,2,469.19,2,2,2,222,At Risk
14060,2,13,3378.66,5,5,5,555,Best Customers
14061,143,3,917.4300000000001,2,3,3,233,Others
14062,10,12,15120.800000000001,5,5,5,555,Best Customers
14063,322,7,9471.5,1,5,5,155,Loyal Customers
14064,66,10,1925.9,3,5,4,354,Loyal Customers
14065,25,3,891.02,4,3,3,433,Potential Loyalists
14068,239,3,1250.8700000000001,1,3,4,134,Others
14069,150,2,225.81,2,2,1,221,At Risk
14070,320,1,321.6,1,1,2,112,At Risk
14072,302,1,390.85,1,1,2,112,At Risk
14074,259,1,219.39999999999998,1,1,1,111,At Risk
14075,39,2,782.61,3,2,3,323,Others
14077,31,1,115.66,4,1,1,411,Others
14078,9,4,638.69,5,4,3,543,Loyal Customers
14079,318,1,243.63,1,1,1,111,At Risk
14080,49,4,1070.08,3,4,4,344,Loyal Customers
14081,5,9,4369.47,5,5,5,555,Best Customers
14082,28,1,231.10999999999999,4,1,1,411,Others
14083,7,3,373.3,5,3,2,532,Potential Loyalists
14084,148,1,150.5,2,1,1,211,At Risk
14085,4,15,5592.43,5,5,5,555,Best Customers
14086,98,1,39.95,2,1,1,211,At Risk
14087,40,2,638.0,3,2,3,323,Others
14088,42,3,13544.99,3,3,5,335,Potential Loyalists
14091,290,2,9530.08,1,2,5,125,At Risk
14092,10,10,3152.54,5,5,5,555,Best Customers
14094,75,1,311.77,2,1,2,212,At Risk
14095,358,1,2.95,1,1,1,111,At Risk
14097,117,2,422.85999999999996,2,2,2,222,At Risk
14099,11,9,2646.7400000000002,5,5,5,555,Best Customers
14101,24,7,3985.14,4,5,5,455,Best Customers
14103,301,1,0.0,1,1,1,111,At Risk
14104,25,3,524.3199999999999,4,3,3,433,Potential Loyalists
14105,44,4,4722.6,3,4,5,345,Loyal Customers
14106,373,1,214.79999999999998,1,1,1,111,At Risk
14107,84,4,2174.07,2,4,5,245,Loyal Customers
14108,367,2,447.05,1,2,2,122,At Risk
14110,71,21,7304.8,2,5,5,255,Loyal Customers
14112,87,6,2919.44,2,4,5,245,Loyal Customers
14113,11,12,5252.1900000000005,5,5,5,555,Best Customers
14114,31,5,977.5600000000001,4,4,3,443,Loyal Customers
14115,137,2,622.6700000000001,2,2,3,223,At Risk
14118,64,1,458.45,3,1,2,312,Others
14119,11,2,183.37,5,2,1,521,Others
14122,42,3,362.42,3,3,2,332,Potential Loyalists
14123,369,1,436.18,1,1,2,112,At Risk
14126,80,1,466.33000000000004,2,1,2,212,At Risk
14127,16,3,1190.3700000000001,4,3,4,434,Potential Loyalists
14128,187,1,286.71,1,1,2,112,At Risk
14129,35,4,1467.48,4,4,4,444,Best Customers
14130,11,3,1377.86,5,3,4,534,Potential Loyalists
14131,284,1,168.22,1,1,1,111,At Risk
14133,369,1,305.5,1,1,2,112,At Risk
14134,18,15,11123.35,4,5,5,455,Best Customers
14135,3,11,4953.61,5,5,5,555,Best Customers
14136,36,5,1570.81,4,4,4,444,Best Customers
14137,331,1,332.7,1,1,2,112,At Risk
14139,126,3,670.98,2,3,3,233,Others
14142,9,2,671.34,5,2,3,523,Others
14144,122,1,30.599999999999998,2,1,1,211,At Risk
14145,95,3,3857.85,2,3,5,235,Others
14146,19,7,5259.3,4,5,5,455,Best Customers
14147,24,7,2106.8,4,5,4,454,Best Customers
14148,50,1,309.09000000000003,3,1,2,312,Others
14151,309,2,679.45,1,2,3,123,At Risk
14152,23,5,1376.05,4,4,4,444,Best Customers
14153,119,1,233.4,2,1,1,211,At Risk
14154,17,6,5115.08,4,4,5,445,Best Customers
14156,7,97,187371.29,5,5,5,555,Best Customers
14157,25,3,553.8000000000001,4,3,3,433,Potential Loyalists
14159,15,9,3221.6,5,5,5,555,Best Customers
14160,246,7,8421.47,1,5,5,155,Loyal Customers
14161,5,5,2182.46,5,4,5,545,Best Customers
14163,98,1,148.71,2,1,1,211,At Risk
14166,141,2,251.15,2,2,2,222,At Risk
14167,100,4,711.7,2,4,3,243,Loyal Customers
14168,56,2,370.45,3,2,2,322,Others
14169,66,2,613.11,3,2,3,323,Others
14170,11,3,570.18,5,3,3,533,Potential Loyalists
14171,366,1,135.0,1,1,1,111,At Risk
14172,241,3,369.02,1,3,2,132,Others
14173,277,2,135.16,1,2,1,121,At Risk
14175,54,5,4456.58,3,4,5,345,Loyal Customers
14176,3,2,339.11,5,2,2,522,Others
14177,17,9,1660.23,4,5,4,454,Best Customers
14180,8,9,1570.73,5,5,4,554,Best Customers
14181,46,2,308.35,3,2,2,322,Others
14182,79,4,678.77,2,4,3,243,Loyal Customers
14183,47,2,278.34000000000003,3,2,2,322,Others
14186,63,5,1550.63,3,4,4,344,Loyal Customers
14187,109,1,123.5,2,1,1,211,At Risk
14189,4,2,1160.31,5,2,4,524,Others
14190,302,1,79.9,1,1,1,111,At Risk
14191,30,2,132.9,4,2,1,421,Others
14192,24,1,293.74,4,1,2,412,Others
14193,32,1,356.8,4,1,2,412,Others
14194,28,15,7321.07,4,5,5,455,Best Customers
14195,75,4,1603.6,2,4,4,244,Loyal Customers
14197,46,1,390.05,3,1,2,312,Others
14198,36,5,868.33,4,4,3,443,Loyal Customers
14199,59,3,906.3,3,3,3,333,Potential Loyalists
14200,253,1,379.2,1,1,2,112,At Risk
14201,45,3,446.1,3,3,2,332,Potential Loyalists
14202,17,3,847.76,4,3,3,433,Potential Loyalists
14203,33,1,339.34,4,1,2,412,Others
14204,58,3,874.22,3,3,3,333,Potential Loyalists
14205,30,7,1947.5,4,5,4,454,Best Customers
14206,24,2,856.85,4,2,3,423,Others
14207,323,1,157.8,1,1,1,111,At Risk
14208,187,1,415.31,1,1,2,112,At Risk
14209,21,9,2919.84,4,5,5,455,Best Customers
14210,7,11,3955.6800000000003,5,5,5,555,Best Customers
14211,47,9,2161.19,3,5,5,355,Loyal Customers
14212,81,1,1119.6599999999999,2,1,4,214,At Risk
14213,40,1,1192.2,3,1,4,314,Others
14215,4,4,1626.61,5,4,4,544,Best Customers
14216,50,1,310.74,3,1,2,312,Others
14217,2,7,1411.91,5,5,4,554,Best Customers
14219,45,2,543.89,3,2,3,323,Others
14220,203,2,882.5999999999999,1,2,3,123,At Risk
14221,85,8,3084.69,2,5,5,255,Loyal Customers
14224,26,5,831.98,4,4,3,443,Loyal Customers
14225,70,4,2031.07,3,4,4,344,Loyal Customers
14226,77,1,770.34,2,1,3,213,At Risk
14227,50,5,3015.2000000000003,3,4,5,345,Loyal Customers
14228,73,3,745.5,2,3,3,233,Others
14229,39,4,1046.84,3,4,4,344,Loyal Customers
14230,71,3,979.8000000000001,2,3,4,234,Others
14231,86,1,309.91,2,1,2,212,At Risk
14233,101,3,1441.55,2,3,4,234,Others
14235,134,4,1573.1299999999999,2,4,4,244,Loyal Customers
14236,8,4,1253.78,5,4,4,544,Best Customers
14237,9,2,471.14,5,2,2,522,Others
14238,298,2,287.38,1,2,2,122,At Risk
14239,67,10,1882.3200000000002,3,5,4,354,Loyal Customers
14240,59,1,357.15,3,1,2,312,Others
14241,332,1,120.0,1,1,1,111,At Risk
14243,1,8,4842.28,5,5,5,555,Best Customers
14244,296,1,366.41999999999996,1,1,2,112,At Risk
14247,40,4,616.79,3,4,3,343,Loyal Customers
14248,95,2,730.37,2,2,3,223,At Risk
14249,46,12,5400.461,3,5,5,355,Loyal Customers
14252,17,1,350.99,4,1,2,412,Others
14253,129,2,363.40000000000003,2,2,2,222,At Risk
14254,68,1,601.03,3,1,3,313,Others
14256,127,3,1491.73,2,3,4,234,Others
14257,16,4,2854.73,4,4,5,445,Best Customers
14258,31,16,19381.36,4,5,5,455,Best Customers
14260,107,3,824.28,2,3,3,233,Others
14263,59,1,322.93,3,1,2,312,Others
14264,15,4,1183.39,5,4,4,544,Best Customers
14265,100,2,843.17,2,2,3,223,At Risk
14266,64,1,40.56,3,1,1,311,Others
14268,106,1,354.85,2,1,2,212,At Risk
14269,75,1,295.73,2,1,2,212,At Risk
14271,45,1,101.86,3,1,1,311,Others
14272,198,2,482.85,1,2,2,122,At Risk
14274,322,1,256.6,1,1,2,112,At Risk
14275,31,6,1189.3799999999999,4,4,4,444,Best Customers
14276,43,4,982.94,3,4,4,344,Loyal Customers
14277,47,5,12637.16,3,4,5,345,Loyal Customers
14278,45,1,205.83,3,1,1,311,Others
14279,156,2,191.86,2,2,1,221,At Risk
14281,44,1,245.15,3,1,1,311,Others
14282,3,11,4120.32,5,5,5,555,Best Customers
14283,99,4,628.4399999999999,2,4,3,243,Loyal Customers
14284,289,1,704.4,1,1,3,113,At Risk
14285,149,4,1374.41,2,4,4,244,Loyal Customers
14286,40,4,3851.0099999999998,3,4,5,345,Loyal Customers
14290,49,3,2201.91,3,3,5,335,Potential Loyalists
14291,16,12,4020.85,4,5,5,455,Best Customers
14292,46,7,4354.32,3,5,5,355,Loyal Customers
14293,4,6,2221.37,5,4,5,545,Best Customers
14294,43,1,375.34,3,1,2,312,Others
14295,74,3,2186.71,2,3,5,235,Others
14296,57,2,456.40000000000003,3,2,2,322,Others
14298,11,38,39667.19,5,5,5,555,Best Customers
14299,1,19,10533.87,5,5,5,555,Best Customers
14301,52,3,1352.04,3,3,4,334,Potential Loyalists
14302,66,3,742.9000000000001,3,3,3,333,Potential Loyalists
14303,43,2,277.94,3,2,2,322,Others
14304,15,2,1341.56,5,2,4,524,Others
14306,14,4,1058.0800000000002,5,4,4,544,Best Customers
14307,9,5,2075.31,5,4,4,544,Best Customers
14309,49,2,1428.28,3,2,4,324,Others
14310,68,1,492.1,3,1,2,312,Others
14311,203,1,206.19,1,1,1,111,At Risk
14312,14,5,1478.7,5,4,4,544,Best Customers
14314,66,1,109.80000000000001,3,1,1,311,Others
14315,200,2,716.69,1,2,3,123,At Risk
14316,58,5,1370.34,3,4,4,344,Loyal Customers
14318,96,1,158.02,2,1,1,211,At Risk
14319,60,1,494.85,3,1,2,312,Others
14320,182,3,868.96,1,3,3,133,Others
14321,67,2,687.3100000000001,3,2,3,323,Others
14322,65,4,474.1,3,4,2,342,Potential Loyalists
14324,45,2,701.61,3,2,3,323,Others
14325,205,1,245.48000000000002,1,1,1,111,At Risk
14326,99,2,757.13,2,2,3,223,At Risk
14327,18,5,1583.28,4,4,4,444,Best Customers
14329,11,8,4912.38,5,5,5,555,Best Customers
14330,259,1,200.63,1,1,1,111,At Risk
14332,17,2,1077.2,4,2,4,424,Others
14334,61,4,1766.27,3,4,4,344,Loyal Customers
14338,172,1,339.88,2,1,2,212,At Risk
14339,64,1,310.75,3,1,2,312,Others
14341,56,10,2285.04,3,5,5,355,Loyal Customers
14342,68,2,249.88,3,2,2,322,Others
14343,57,4,1079.66,3,4,4,344,Loyal Customers
14344,3,14,2443.77,5,5,5,555,Best Customers
14346,61,3,1294.17,3,3,4,334,Potential Loyalists
14347,372,1,82.6,1,1,1,111,At Risk
14350,16,2,689.1,4,2,3,423,Others
14353,46,2,285.9,3,2,2,322,Others
14355,1,3,840.0500000000001,5,3,3,533,Potential Loyalists
14358,25,2,400.06,4,2,2,422,Others
14361,214,1,214.70999999999998,1,1,1,111,At Risk
14363,38,2,227.47000000000003,3,2,1,321,Others
14365,30,2,634.68,4,2,3,423,Others
14366,161,1,136.0,2,1,1,211,At Risk
14369,278,2,469.13,1,2,2,122,At Risk
14370,86,6,1175.78,2,4,4,244,Loyal Customers
14372,79,2,860.08,2,2,3,223,At Risk
14374,177,1,108.0,1,1,1,111,At Risk
14375,86,2,871.26,2,2,3,223,At Risk
14376,319,1,215.46,1,1,1,111,At Risk
14378,257,1,131.25,1,1,1,111,At Risk
14379,29,2,917.06,4,2,3,423,Others
14380,318,1,48.96,1,1,1,111,At Risk
14381,87,1,423.26,2,1,2,212,At Risk
14382,26,1,578.14,4,1,3,413,Others
14384,136,1,58.5,2,1,1,211,At Risk
14388,8,9,3488.16,5,5,5,555,Best Customers
14389,60,3,854.55,3,3,3,333,Potential Loyalists
14390,8,5,1731.16,5,4,4,544,Best Customers
14391,212,1,135.6,1,1,1,111,At Risk
14392,68,1,266.4,3,1,2,312,Others
14394,200,1,93.8,1,1,1,111,At Risk
14395,8,12,4630.7,5,5,5,555,Best Customers
14396,7,6,1591.74,5,4,4,544,Best Customers
14398,37,2,707.79,3,2,3,323,Others
14399,30,8,2108.21,4,5,4,454,Best Customers
14400,44,2,1157.77,3,2,4,324,Others
14401,60,9,2744.42,3,5,5,355,Loyal Customers
14402,288,1,285.6,1,1,2,112,At Risk
14403,225,2,404.7,1,2,2,122,At Risk
14404,5,8,1404.04,5,5,4,554,Best Customers
14405,22,1,195.0,4,1,1,411,Others
14408,107,4,1503.2400000000002,2,4,4,244,Loyal Customers
14409,4,5,1696.64,5,4,4,544,Best Customers
14410,12,2,1531.63,5,2,4,524,Others
14412,60,1,656.16,3,1,3,313,Others
14413,46,3,643.47,3,3,3,333,Potential Loyalists
14414,10,1,902.35,5,1,3,513,Others
14415,15,10,6124.52,5,5,5,555,Best Customers
14417,23,1,524.65,4,1,3,413,Others
14419,18,1,202.85,4,1,1,411,Others
14420,32,3,1251.65,4,3,4,434,Potential Loyalists
14421,148,4,1656.26,2,4,4,244,Loyal Customers
14422,10,13,6007.88,5,5,5,555,Best Customers
14423,73,2,651.41,2,2,3,223,At Risk
14425,70,3,661.39,3,3,3,333,Potential Loyalists
14426,39,7,7246.27,3,5,5,355,Loyal Customers
14427,130,2,900.1800000000001,2,2,3,223,At Risk
14429,39,1,516.28,3,1,3,313,Others
14430,147,3,1220.9,2,3,4,234,Others
14431,15,3,2143.84,5,3,5,535,Potential Loyalists
14433,101,1,280.7,2,1,2,212,At Risk
14435,137,1,90.42,2,1,1,211,At Risk
14436,189,1,182.64000000000001,1,1,1,111,At Risk
14437,1,5,873.34,5,4,3,543,Loyal Customers
14439,79,4,6781.8,2,4,5,245,Loyal Customers
14440,1,9,4281.05,5,5,5,555,Best Customers
14441,10,7,2898.8,5,5,5,555,Best Customers
14442,50,5,3777.2,3,4,5,345,Loyal Customers
14443,4,2,966.27,5,2,3,523,Others
14444,92,1,120.44,2,1,1,211,At Risk
14445,91,1,221.65,2,1,1,211,At Risk
14446,22,1,189.93,4,1,1,411,Others
14447,36,1,548.5,4,1,3,413,Others
14449,8,5,1555.4,5,4,4,544,Best Customers
14450,15,4,645.19,5,4,3,543,Loyal Customers
14451,25,10,2614.78,4,5,5,455,Best Customers
14452,31,2,399.9,4,2,2,422,Others
14454,12,5,977.3,5,4,3,543,Loyal Customers
14455,68,4,617.72,3,4,3,343,Loyal Customers
14458,16,1,219.26999999999998,4,1,1,411,Others
14459,287,1,3537.821,1,1,5,115,At Risk
14460,32,6,659.16,4,4,3,443,Loyal Customers
14461,18,10,4573.85,4,5,5,455,Best Customers
14462,68,1,262.24,3,1,2,312,Others
14463,135,1,256.95,2,1,2,212,At Risk
14464,204,2,111.0,1,2,1,121,At Risk
14465,64,8,2887.4100000000003,3,5,5,355,Loyal Customers
14466,8,7,2374.5,5,5,5,555,Best Customers
14467,25,8,1606.98,4,5,4,454,Best Customers
14468,369,1,204.24,1,1,1,111,At Risk
14469,52,4,2093.46,3,4,4,344,Loyal Customers
14470,66,1,250.85,3,1,2,312,Others
14471,227,2,400.95,1,2,2,122,At Risk
14472,325,1,266.05,1,1,2,112,At Risk
14474,215,1,711.23,1,1,3,113,At Risk
14475,44,1,225.3,3,1,1,311,Others
14477,72,3,660.0,2,3,3,233,Others
14478,18,4,1276.66,4,4,4,444,Best Customers
14479,1,3,982.86,5,3,4,534,Potential Loyalists
14480,38,3,1020.47,3,3,4,334,Potential Loyalists
14481,43,3,1648.18,3,3,4,334,Potential Loyalists
14482,15,6,2283.91,5,4,5,545,Best Customers
14483,372,1,120.0,1,1,1,111,At Risk
14484,37,3,749.0600000000001,3,3,3,333,Potential Loyalists
14486,147,2,175.5,2,2,1,221,At Risk
14487,4,2,225.89000000000001,5,2,1,521,Others
14489,73,3,1111.55,2,3,4,234,Others
14490,42,2,1273.47,3,2,4,324,Others
14491,8,1,127.2,5,1,1,511,Others
14492,66,7,1921.91,3,5,4,354,Loyal Customers
14493,26,5,2704.62,4,4,5,445,Best Customers
14494,37,2,261.9,3,2,2,322,Others
14495,295,1,51.0,1,1,1,111,At Risk
14496,9,6,2129.42,5,4,5,545,Best Customers
14497,309,1,221.69,1,1,1,111,At Risk
14498,37,5,1943.51,3,4,4,344,Loyal Customers
14499,10,4,1293.3500000000001,5,4,4,544,Best Customers
14505,40,11,6013.65,3,5,5,355,Loyal Customers
14506,5,3,1256.6000000000001,5,3,4,534,Potential Loyalists
14507,14,5,1848.8600000000001,5,4,4,544,Best Customers
14508,12,3,554.87,5,3,3,533,Potential Loyalists
14509,170,1,110.95,2,1,1,211,At Risk
14510,11,3,979.85,5,3,4,534,Potential Loyalists
14512,19,5,940.69,4,4,3,443,Loyal Customers
14513,72,3,332.42,2,3,2,232,Others
14514,72,6,3389.84,2,4,5,245,Loyal Customers
14515,23,6,1647.17,4,4,4,444,Best Customers
14516,152,1,151.17,2,1,1,211,At Risk
14519,319,2,203.14,1,2,1,121,At Risk
14521,127,1,199.45000000000002,2,1,1,211,At Risk
14522,231,4,773.8800000000001,1,4,3,143,Loyal Customers
14524,45,4,1066.03,3,4,4,344,Loyal Customers
14525,64,8,3802.69,3,5,5,355,Loyal Customers
14526,25,1,258.65,4,1,2,412,Others
14527,1,68,19202.3,5,5,5,555,Best Customers
14530,32,10,3226.76,4,5,5,455,Best Customers
14531,115,1,376.34,2,1,2,212,At Risk
14532,47,7,2912.93,3,5,5,355,Loyal Customers
14533,43,4,1516.65,3,4,4,344,Loyal Customers
14534,33,8,1787.41,4,5,4,454,Best Customers
14535,31,6,3107.05,4,4,5,445,Best Customers
14537,259,1,285.84000000000003,1,1,2,112,At Risk
14538,166,3,982.59,2,3,4,234,Others
14540,15,8,2756.98,5,5,5,555,Best Customers
14541,52,6,1038.03,3,4,4,344,Loyal Customers
14543,16,23,10988.14,4,5,5,455,Best Customers
14544,106,1,934.23,2,1,3,213,At Risk
14545,310,1,349.25,1,1,2,112,At Risk
14546,12,6,2610.91,5,4,5,545,Best Customers
14548,120,7,1888.49,2,5,4,254,Loyal Customers
14549,56,3,624.36,3,3,3,333,Potential Loyalists
14550,24,2,587.69,4,2,3,423,Others
14551,47,5,691.86,3,4,3,343,Loyal Customers
14552,16,2,343.71,4,2,2,422,Others
14553,47,4,959.33,3,4,3,343,Loyal Customers
14555,17,4,1991.49,4,4,4,444,Best Customers
14556,232,3,815.69,1,3,3,133,Others
14558,290,3,655.5,1,3,3,133,Others
14559,26,1,75.6,4,1,1,411,Others
14560,15,22,3876.2599999999998,5,5,5,555,Best Customers
14562,26,8,1631.38,4,5,4,454,Best Customers
14563,145,2,625.42,2,2,3,223,At Risk
14564,70,2,2605.62,3,2,5,325,Others
14565,109,1,760.1,2,1,3,213,At Risk
14566,53,3,2660.0,3,3,5,335,Potential Loyalists
14568,71,1,919.7,2,1,3,213,At Risk
14569,88,3,369.94,2,3,2,232,Others
14570,79,1,295.19,2,1,2,212,At Risk
14571,61,1,160.0,3,1,1,311,Others
14572,53,4,2716.44,3,4,5,345,Loyal Customers
14573,8,5,925.3,5,4,3,543,Loyal Customers
14574,368,1,143.70000000000002,1,1,1,111,At Risk
14575,124,1,420.22,2,1,2,212,At Risk
14576,8,1,35.400000000000006,5,1,1,511,Others
14577,30,3,504.44,4,3,3,433,Potential Loyalists
14579,68,1,105.56,3,1,1,311,Others
14580,154,1,14.850000000000001,2,1,1,211,At Risk
14581,180,1,271.05,1,1,2,112,At Risk
14583,19,3,673.33,4,3,3,433,Potential Loyalists
14584,57,4,705.1,3,4,3,343,Loyal Customers
14585,18,4,986.22,4,4,4,444,Best Customers
14588,214,1,135.39,1,1,1,111,At Risk
14589,7,1,39.75,5,1,1,511,Others
14590,60,20,2993.37,3,5,5,355,Loyal Customers
14593,33,9,3040.88,4,5,5,455,Best Customers
14594,9,1,255.0,5,1,2,512,Others
14595,89,2,423.85,2,2,2,222,At Risk
14596,262,1,222.22000000000003,1,1,1,111,At Risk
14597,15,4,1318.3899999999999,5,4,4,544,Best Customers
14598,205,1,162.07,1,1,1,111,At Risk
14599,26,2,457.89,4,2,2,422,Others
14600,29,1,471.84000000000003,4,1,2,412,Others
14602,292,1,205.35999999999999,1,1,1,111,At Risk
14604,269,1,136.35999999999999,1,1,1,111,At Risk
14605,10,4,920.71,5,4,3,543,Loyal Customers
14606,2,97,18329.48,5,5,5,555,Best Customers
14607,103,8,7553.63,2,5,5,255,Loyal Customers
14608,15,6,1557.79,5,4,4,544,Best Customers
14609,26,6,884.64,4,4,3,443,Loyal Customers
14610,31,2,24.35,4,2,1,421,Others
14611,79,2,604.3299999999999,2,2,3,223,At Risk
14612,51,1,877.7,3,1,3,313,Others
14613,316,1,76.32000000000001,1,1,1,111,At Risk
14614,22,1,295.13,4,1,2,412,Others
14615,30,5,951.76,4,4,3,443,Loyal Customers
14616,21,2,121.7,4,2,1,421,Others
14617,38,2,190.47000000000003,3,2,1,321,Others
14618,12,4,788.88,5,4,3,543,Loyal Customers
14619,177,1,896.8000000000001,1,1,3,113,At Risk
14621,147,4,1212.21,2,4,4,244,Loyal Customers
14623,16,5,1130.28,4,4,4,444,Best Customers
14624,51,4,588.22,3,4,3,343,Loyal Customers
14625,10,9,3598.25,5,5,5,555,Best Customers
14626,31,7,2619.65,4,5,5,455,Best Customers
14627,15,1,462.75,5,1,2,512,Others
14628,78,3,1326.04,2,3,4,234,Others
14630,120,1,338.65,2,1,2,212,At Risk
14631,22,3,1018.71,4,3,4,434,Potential Loyalists
14634,73,4,2124.46,2,4,4,244,Loyal Customers
14635,89,1,215.22,2,1,1,211,At Risk
14637,313,1,106.67999999999999,1,1,1,111,At Risk
14639,44,3,1994.47,3,3,4,334,Potential Loyalists
14640,45,4,1541.98,3,4,4,344,Loyal Customers
14643,253,3,986.08,1,3,4,134,Others
14644,50,5,1416.96,3,4,4,344,Loyal Customers
14645,270,1,279.8,1,1,2,112,At Risk
14646,10,73,247613.5,5,5,5,555,Best Customers
14647,159,1,270.0,2,1,2,212,At Risk
14648,52,15,4463.39,3,5,5,355,Loyal Customers
14649,18,5,2248.6,4,4,5,445,Best Customers
14650,224,1,62.5,1,1,1,111,At Risk
14651,30,7,1371.77,4,5,4,454,Best Customers
14653,149,5,1666.41,2,4,4,244,Loyal Customers
14654,374,1,246.86,1,1,1,111,At Risk
14655,24,3,1946.28,4,3,4,434,Potential Loyalists
14656,51,3,498.95,3,3,3,333,Potential Loyalists
14657,65,2,601.97,3,2,3,323,Others
14662,63,3,635.06,3,3,3,333,Potential Loyalists
14663,66,2,490.6,3,3,2,332,Potential Loyalists
14665,63,2,913.95,3,3,3,333,Potential Loyalists
14667,1,31,12386.51,5,5,5,555,Best Customers
14668,81,1,111.63,2,1,1,211,At Risk
14669,269,4,1957.54,1,4,4,144,Loyal Customers
14670,368,1,190.47,1,1,1,111,At Risk
14671,185,2,1127.45,1,3,4,134,Others
14672,151,2,347.59,2,3,2,232,Others
14673,3,3,1674.41,5,3,4,534,Potential Loyalists
